date,product_id,daily_units,rolling_7d_units
2016-07-30,101.0,76.0,88.28571428571429
2016-07-31,101.0,80.0,87.14285714285714
2016-08-01,101.0,88.0,86.57142857142857
2016-08-02,101.0,101.0,86.71428571428571
2016-08-03,101.0,91.0,86.57142857142857
2016-08-04,101.0,91.0,87.71428571428571
2016-08-05,101.0,91.0,88.28571428571429
2016-08-06,101.0,113.0,93.57142857142857
2016-08-07,101.0,91.0,95.14285714285714
2016-08-08,101.0,99.0,96.71428571428571
2016-08-09,101.0,75.0,93.0
2016-08-10,101.0,84.0,92.0
2016-08-11,101.0,79.0,90.28571428571429
2016-08-12,101.0,94.0,90.71428571428571
2016-08-13,101.0,91.0,87.57142857142857
2016-08-14,101.0,70.0,84.57142857142857
2016-08-15,101.0,111.0,86.28571428571429
2016-08-16,101.0,74.0,86.14285714285714
2016-08-17,101.0,93.0,87.42857142857143
2016-08-18,101.0,92.0,89.28571428571429
2016-08-19,101.0,94.0,89.28571428571429
2016-08-20,101.0,91.0,89.28571428571429
2016-08-21,101.0,89.0,92.0
2016-08-22,101.0,113.0,92.28571428571429
2016-08-23,101.0,104.0,96.57142857142857
2016-08-24,101.0,99.0,97.42857142857143
2016-08-25,101.0,114.0,100.57142857142857
2016-08-26,101.0,96.0,100.85714285714286
2016-08-27,101.0,96.0,101.57142857142857
2016-08-28,101.0,69.0,98.71428571428571
2016-08-29,101.0,92.0,95.71428571428571
2016-08-30,101.0,100.0,95.14285714285714
2016-08-31,101.0,87.0,93.42857142857143
2016-09-01,101.0,95.0,90.71428571428571
2016-09-02,101.0,101.0,91.42857142857143
2016-09-03,101.0,83.0,89.57142857142857
2016-09-04,101.0,82.0,91.42857142857143
2016-09-05,101.0,99.0,92.42857142857143
2016-09-06,101.0,91.0,91.14285714285714
2016-09-07,101.0,79.0,90.0
2016-09-08,101.0,101.0,90.85714285714286
2016-09-10,101.0,81.0,88.0
2016-09-11,101.0,80.0,87.57142857142857
2016-09-12,101.0,72.0,86.14285714285714
2016-09-13,101.0,101.0,86.42857142857143
2016-09-14,101.0,98.0,87.42857142857143
2016-09-15,101.0,82.0,87.85714285714286
2016-09-16,101.0,105.0,88.42857142857143
2016-09-17,101.0,89.0,89.57142857142857
2016-09-18,101.0,81.0,89.71428571428571
2016-09-19,101.0,84.0,91.42857142857143
2016-09-20,101.0,100.0,91.28571428571429
2016-09-21,101.0,84.0,89.28571428571429
2016-09-22,101.0,104.0,92.42857142857143
2016-09-23,101.0,91.0,90.42857142857143
2016-09-24,101.0,106.0,92.85714285714286
2016-09-25,101.0,87.0,93.71428571428571
2016-09-26,101.0,95.0,95.28571428571429
2016-09-27,101.0,96.0,94.71428571428571
2016-09-28,101.0,100.0,97.0
2016-09-29,101.0,97.0,96.0
2016-09-30,101.0,87.0,95.42857142857143
2016-10-01,101.0,88.0,92.85714285714286
2016-10-02,101.0,83.0,92.28571428571429
2016-10-03,101.0,85.0,90.85714285714286
2016-10-04,101.0,83.0,89.0
2016-10-05,101.0,101.0,89.14285714285714
2016-10-06,101.0,97.0,89.14285714285714
2016-10-07,101.0,84.0,88.71428571428571
2016-10-08,101.0,91.0,89.14285714285714
2016-10-09,101.0,82.0,89.0
2016-10-10,101.0,87.0,89.28571428571429
2016-10-11,101.0,96.0,91.14285714285714
2016-10-12,101.0,82.0,88.42857142857143
2016-10-13,101.0,73.0,85.0
2016-10-14,101.0,99.0,87.14285714285714
2016-10-15,101.0,101.0,88.57142857142857
2016-10-16,101.0,86.0,89.14285714285714
2016-10-17,101.0,89.0,89.42857142857143
2016-10-18,101.0,88.0,88.28571428571429
2016-10-19,101.0,97.0,90.42857142857143
2016-10-20,101.0,102.0,94.57142857142857
2016-10-21,101.0,73.0,90.85714285714286
2016-10-22,101.0,89.0,89.14285714285714
2016-10-23,101.0,75.0,87.57142857142857
2016-10-24,101.0,79.0,86.14285714285714
2016-10-25,101.0,69.0,83.42857142857143
2016-10-26,101.0,101.0,84.0
2016-10-27,101.0,109.0,85.0
2016-10-28,101.0,93.0,87.85714285714286
2016-10-29,101.0,99.0,89.28571428571429
2016-10-30,101.0,87.0,91.0
2016-10-31,101.0,86.0,92.0
2016-11-01,101.0,78.0,93.28571428571429
2016-11-02,101.0,78.0,90.0
2016-11-03,101.0,83.0,86.28571428571429
2016-11-04,101.0,98.0,87.0
2016-11-05,101.0,91.0,85.85714285714286
2016-11-06,101.0,73.0,83.85714285714286
2016-11-07,101.0,77.0,82.57142857142857
2016-11-08,101.0,87.0,83.85714285714286
2016-11-09,101.0,76.0,83.57142857142857
2016-11-10,101.0,87.0,84.14285714285714
2016-11-11,101.0,87.0,82.57142857142857
2016-11-12,101.0,87.0,82.0
2016-11-13,101.0,73.0,82.0
2016-11-14,101.0,97.0,84.85714285714286
2016-11-15,101.0,97.0,86.28571428571429
2016-11-16,101.0,76.0,86.28571428571429
2016-11-17,101.0,85.0,86.0
2016-11-18,101.0,103.0,88.28571428571429
2016-11-19,101.0,79.0,87.14285714285714
2016-11-20,101.0,106.0,91.85714285714286
2016-11-21,101.0,109.0,93.57142857142857
2016-11-22,101.0,89.0,92.42857142857143
2016-11-23,101.0,100.0,95.85714285714286
2016-11-24,101.0,99.0,97.85714285714286
2016-11-25,101.0,85.0,95.28571428571429
2016-11-26,101.0,87.0,96.42857142857143
2016-11-27,101.0,101.0,95.71428571428571
2016-11-28,101.0,87.0,92.57142857142857
2016-11-29,101.0,69.0,89.71428571428571
2016-11-30,101.0,103.0,90.14285714285714
2016-12-01,101.0,109.0,91.57142857142857
2016-12-02,101.0,98.0,93.42857142857143
2016-12-03,101.0,89.0,93.71428571428571
2016-12-04,101.0,80.0,90.71428571428571
2016-12-05,101.0,86.0,90.57142857142857
2016-12-06,101.0,96.0,94.42857142857143
2016-12-07,101.0,87.0,92.14285714285714
2016-12-08,101.0,81.0,88.14285714285714
2016-12-09,101.0,93.0,87.42857142857143
2016-12-10,101.0,84.0,86.71428571428571
2016-12-11,101.0,92.0,88.42857142857143
2016-12-12,101.0,89.0,88.85714285714286
2016-12-13,101.0,78.0,86.28571428571429
2016-12-14,101.0,101.0,88.28571428571429
2016-12-15,101.0,120.0,93.85714285714286
2016-12-16,101.0,73.0,91.0
2016-12-17,101.0,88.0,91.57142857142857
2016-12-19,101.0,98.0,92.42857142857143
2016-12-20,101.0,92.0,92.85714285714286
2016-12-21,101.0,100.0,96.0
2016-12-22,101.0,98.0,95.57142857142857
2016-12-23,101.0,89.0,91.14285714285714
2016-12-24,101.0,80.0,92.14285714285714
2016-12-25,101.0,82.0,91.28571428571429
2016-12-26,101.0,92.0,90.42857142857143
2016-12-27,101.0,96.0,91.0
2016-12-28,101.0,90.0,89.57142857142857
2016-12-29,101.0,101.0,90.0
2016-12-31,101.0,87.0,89.71428571428571
2017-01-01,101.0,99.0,92.42857142857143
2017-01-02,101.0,84.0,92.71428571428571
2017-01-03,101.0,92.0,92.71428571428571
2017-01-04,101.0,98.0,93.0
2017-01-05,101.0,98.0,94.14285714285714
2017-01-06,101.0,97.0,93.57142857142857
2017-01-07,101.0,93.0,94.42857142857143
2017-01-08,101.0,107.0,95.57142857142857
2017-01-09,101.0,107.0,98.85714285714286
2017-01-10,101.0,95.0,99.28571428571429
2017-01-11,101.0,90.0,98.14285714285714
2017-01-12,101.0,104.0,99.0
2017-01-13,101.0,81.0,96.71428571428571
2017-01-14,101.0,83.0,95.28571428571429
2017-01-15,101.0,77.0,91.0
2017-01-16,101.0,97.0,89.57142857142857
2017-01-17,101.0,77.0,87.0
2017-01-18,101.0,87.0,86.57142857142857
2017-01-19,101.0,87.0,84.14285714285714
2017-01-20,101.0,96.0,86.28571428571429
2017-01-21,101.0,79.0,85.71428571428571
2017-01-22,101.0,98.0,88.71428571428571
2017-01-23,101.0,101.0,89.28571428571429
2017-01-24,101.0,81.0,89.85714285714286
2017-01-25,101.0,93.0,90.71428571428571
2017-01-26,101.0,87.0,90.71428571428571
2017-01-27,101.0,90.0,89.85714285714286
2017-01-28,101.0,81.0,90.14285714285714
2017-01-29,101.0,103.0,90.85714285714286
2017-01-30,101.0,84.0,88.42857142857143
2017-01-31,101.0,90.0,89.71428571428571
2017-02-01,101.0,99.0,90.57142857142857
2017-02-02,101.0,101.0,92.57142857142857
2017-02-03,101.0,79.0,91.0
2017-02-05,101.0,64.0,88.57142857142857
2017-02-06,101.0,116.0,90.42857142857143
2017-02-07,101.0,98.0,92.42857142857143
2017-02-08,101.0,96.0,93.28571428571429
2017-02-09,101.0,82.0,90.85714285714286
2017-02-10,101.0,103.0,91.14285714285714
2017-02-11,101.0,69.0,89.71428571428571
2017-02-12,101.0,96.0,94.28571428571429
2017-02-13,101.0,93.0,91.0
2017-02-14,101.0,95.0,90.57142857142857
2017-02-15,101.0,85.0,89.0
2017-02-16,101.0,78.0,88.42857142857143
2017-02-17,101.0,72.0,84.0
2017-02-18,101.0,85.0,86.28571428571429
2017-02-19,101.0,91.0,85.57142857142857
2017-02-20,101.0,77.0,83.28571428571429
2017-02-21,101.0,93.0,83.0
2017-02-22,101.0,98.0,84.85714285714286
2017-02-23,101.0,77.0,84.71428571428571
2017-02-24,101.0,79.0,85.71428571428571
2017-02-25,101.0,100.0,87.85714285714286
2017-02-26,101.0,75.0,85.57142857142857
2017-02-27,101.0,108.0,90.0
2017-02-28,101.0,98.0,90.71428571428571
2017-03-01,101.0,92.0,89.85714285714286
2017-03-02,101.0,87.0,91.28571428571429
2017-03-03,101.0,99.0,94.14285714285714
2017-03-04,101.0,79.0,91.14285714285714
2017-03-05,101.0,97.0,94.28571428571429
2017-03-06,101.0,87.0,91.28571428571429
2017-03-07,101.0,71.0,87.42857142857143
2017-03-08,101.0,87.0,86.71428571428571
2017-03-09,101.0,86.0,86.57142857142857
2017-03-10,101.0,86.0,84.71428571428571
2017-03-11,101.0,88.0,86.0
2017-03-12,101.0,103.0,86.85714285714286
2017-03-13,101.0,85.0,86.57142857142857
2017-03-14,101.0,113.0,92.57142857142857
2017-03-15,101.0,86.0,92.42857142857143
2017-03-16,101.0,107.0,95.42857142857143
2017-03-17,101.0,80.0,94.57142857142857
2017-03-18,101.0,84.0,94.0
2017-03-19,101.0,103.0,94.0
2017-03-20,101.0,91.0,94.85714285714286
2017-03-21,101.0,99.0,92.85714285714286
2017-03-22,101.0,82.0,92.28571428571429
2017-03-23,101.0,88.0,89.57142857142857
2017-03-24,101.0,99.0,92.28571428571429
2017-03-25,101.0,93.0,93.57142857142857
2017-03-26,101.0,92.0,92.0
2017-03-27,101.0,83.0,90.85714285714286
2017-03-28,101.0,88.0,89.28571428571429
2017-03-29,101.0,93.0,90.85714285714286
2017-03-31,101.0,105.0,93.28571428571429
2017-04-01,101.0,81.0,90.71428571428571
2017-04-02,101.0,107.0,92.71428571428571
2017-04-03,101.0,82.0,91.28571428571429
2017-04-04,101.0,90.0,92.28571428571429
2017-04-05,101.0,64.0,88.85714285714286
2017-04-06,101.0,90.0,88.42857142857143
2017-04-07,101.0,99.0,87.57142857142857
2017-04-08,101.0,90.0,88.85714285714286
2017-04-09,101.0,94.0,87.0
2017-04-10,101.0,72.0,85.57142857142857
2017-04-11,101.0,91.0,85.71428571428571
2017-04-12,101.0,95.0,90.14285714285714
2017-04-13,101.0,88.0,89.85714285714286
2017-04-14,101.0,101.0,90.14285714285714
2017-04-15,101.0,106.0,92.42857142857143
2017-04-16,101.0,95.0,92.57142857142857
2017-04-17,101.0,86.0,94.57142857142857
2017-04-18,101.0,97.0,95.42857142857143
2017-04-19,101.0,88.0,94.42857142857143
2017-04-20,101.0,86.0,94.14285714285714
2017-04-21,101.0,94.0,93.14285714285714
2017-04-22,101.0,91.0,91.0
2017-04-23,101.0,92.0,90.57142857142857
2017-04-24,101.0,97.0,92.14285714285714
2017-04-25,101.0,84.0,90.28571428571429
2017-04-26,101.0,91.0,90.71428571428571
2017-04-27,101.0,95.0,92.0
2017-04-28,101.0,95.0,92.14285714285714
2017-04-29,101.0,101.0,93.57142857142857
2017-05-01,101.0,84.0,92.42857142857143
2017-05-02,101.0,91.0,91.57142857142857
2017-05-03,101.0,97.0,93.42857142857143
2017-05-04,101.0,91.0,93.42857142857143
2017-05-05,101.0,76.0,90.71428571428571
2017-05-06,101.0,88.0,89.71428571428571
2017-05-07,101.0,85.0,87.42857142857143
2017-05-08,101.0,82.0,87.14285714285714
2017-05-09,101.0,91.0,87.14285714285714
2017-05-10,101.0,100.0,87.57142857142857
2017-05-11,101.0,90.0,87.42857142857143
2017-05-12,101.0,106.0,91.71428571428571
2017-05-13,101.0,112.0,95.14285714285714
2017-05-14,101.0,85.0,95.14285714285714
2017-05-15,101.0,89.0,96.14285714285714
2017-05-16,101.0,90.0,96.0
2017-05-17,101.0,88.0,94.28571428571429
2017-05-18,101.0,80.0,92.85714285714286
2017-05-19,101.0,100.0,92.0
2017-05-20,101.0,88.0,88.57142857142857
2017-05-21,101.0,68.0,86.14285714285714
2017-05-22,101.0,85.0,85.57142857142857
2017-05-23,101.0,97.0,86.57142857142857
2017-05-24,101.0,113.0,90.14285714285714
2017-05-25,101.0,93.0,92.0
2017-05-26,101.0,100.0,92.0
2017-05-27,101.0,94.0,92.85714285714286
2017-05-28,101.0,94.0,96.57142857142857
2017-05-29,101.0,87.0,96.85714285714286
2017-05-30,101.0,89.0,95.71428571428571
2017-05-31,101.0,91.0,92.57142857142857
2017-06-01,101.0,98.0,93.28571428571429
2017-06-02,101.0,87.0,91.42857142857143
2017-06-03,101.0,84.0,90.0
2017-06-04,101.0,77.0,87.57142857142857
2017-06-05,101.0,78.0,86.28571428571429
2017-06-06,101.0,84.0,85.57142857142857
2017-06-07,101.0,89.0,85.28571428571429
2017-06-08,101.0,96.0,85.0
2017-06-09,101.0,85.0,84.71428571428571
2017-06-10,101.0,97.0,86.57142857142857
2017-06-11,101.0,99.0,89.71428571428571
2017-06-12,101.0,90.0,91.42857142857143
2017-06-13,101.0,89.0,92.14285714285714
2017-06-14,101.0,94.0,92.85714285714286
2017-06-15,101.0,81.0,90.71428571428571
2017-06-16,101.0,105.0,93.57142857142857
2017-06-17,101.0,87.0,92.14285714285714
2017-06-18,101.0,95.0,91.57142857142857
2017-06-19,101.0,91.0,91.71428571428571
2017-06-20,101.0,72.0,89.28571428571429
2017-06-21,101.0,84.0,87.85714285714286
2017-06-22,101.0,88.0,88.85714285714286
2017-06-23,101.0,93.0,87.14285714285714
2017-06-24,101.0,97.0,88.57142857142857
2017-06-26,101.0,93.0,88.28571428571429
2017-06-27,101.0,100.0,89.57142857142857
2017-06-28,101.0,91.0,92.28571428571429
2017-06-29,101.0,83.0,92.14285714285714
2017-06-30,101.0,103.0,94.28571428571429
2017-07-01,101.0,94.0,94.42857142857143
2017-07-02,101.0,98.0,94.57142857142857
2017-07-03,101.0,70.0,91.28571428571429
2017-07-04,101.0,85.0,89.14285714285714
2017-07-05,101.0,80.0,87.57142857142857
2017-07-06,101.0,88.0,88.28571428571429
2017-07-08,101.0,72.0,83.85714285714286
2017-07-09,101.0,109.0,86.0
2017-07-10,101.0,86.0,84.28571428571429
2017-07-11,101.0,97.0,88.14285714285714
2017-07-12,101.0,75.0,86.71428571428571
2017-07-13,101.0,85.0,87.42857142857143
2017-07-14,101.0,90.0,87.71428571428571
2017-07-15,101.0,87.0,89.85714285714286
2017-07-16,101.0,106.0,89.42857142857143
2017-07-17,101.0,84.0,89.14285714285714
2017-07-18,101.0,92.0,88.42857142857143
2017-07-19,101.0,96.0,91.42857142857143
2017-07-20,101.0,102.0,93.85714285714286
2017-07-21,101.0,97.0,94.85714285714286
2017-07-22,101.0,85.0,94.57142857142857
2017-07-23,101.0,98.0,93.42857142857143
2017-07-24,101.0,93.0,94.71428571428571
2017-07-25,101.0,100.0,95.85714285714286
2017-07-26,101.0,87.0,94.57142857142857
2017-07-27,101.0,93.0,93.28571428571429
2017-07-28,101.0,84.0,91.42857142857143
2017-07-29,101.0,83.0,91.14285714285714
2017-07-30,101.0,86.0,89.42857142857143
2017-07-31,101.0,88.0,88.71428571428571
2017-08-01,101.0,96.0,88.14285714285714
2017-08-02,101.0,95.0,89.28571428571429
2017-08-03,101.0,85.0,88.14285714285714
2017-08-04,101.0,72.0,86.42857142857143
2017-08-05,101.0,103.0,89.28571428571429
2017-08-06,101.0,94.0,90.42857142857143
2017-08-07,101.0,102.0,92.42857142857143
2017-08-08,101.0,82.0,90.42857142857143
2017-08-09,101.0,116.0,93.42857142857143
2017-08-10,101.0,96.0,95.0
2017-08-11,101.0,85.0,96.85714285714286
2017-08-12,101.0,84.0,94.14285714285714
2017-08-13,101.0,100.0,95.0
2017-08-14,101.0,106.0,95.57142857142857
2017-08-15,101.0,106.0,99.0
2017-08-16,101.0,94.0,95.85714285714286
2017-08-17,101.0,95.0,95.71428571428571
2017-08-18,101.0,91.0,96.57142857142857
2017-08-19,101.0,82.0,96.28571428571429
2017-08-20,101.0,86.0,94.28571428571429
2017-08-21,101.0,90.0,92.0
2017-08-22,101.0,90.0,89.71428571428571
2017-08-23,101.0,111.0,92.14285714285714
2017-08-24,101.0,96.0,92.28571428571429
2017-08-25,101.0,86.0,91.57142857142857
2017-08-26,101.0,92.0,93.0
2017-08-27,101.0,90.0,93.57142857142857
2017-08-28,101.0,96.0,94.42857142857143
2017-08-29,101.0,92.0,94.71428571428571
2017-08-31,101.0,102.0,93.42857142857143
2017-09-01,101.0,82.0,91.42857142857143
2017-09-02,101.0,90.0,92.0
2017-09-03,101.0,91.0,91.85714285714286
2017-09-04,101.0,93.0,92.28571428571429
2017-09-05,101.0,95.0,92.14285714285714
2017-09-06,101.0,92.0,92.14285714285714
2017-09-07,101.0,74.0,88.14285714285714
2017-09-08,101.0,91.0,89.42857142857143
2017-09-09,101.0,86.0,88.85714285714286
2017-09-10,101.0,86.0,88.14285714285714
2017-09-11,101.0,98.0,88.85714285714286
2017-09-12,101.0,89.0,88.0
2017-09-13,101.0,101.0,89.28571428571429
2017-09-14,101.0,76.0,89.57142857142857
2017-09-15,101.0,84.0,88.57142857142857
2017-09-16,101.0,91.0,89.28571428571429
2017-09-17,101.0,87.0,89.42857142857143
2017-09-18,101.0,96.0,89.14285714285714
2017-09-19,101.0,88.0,89.0
2017-09-20,101.0,83.0,86.42857142857143
2017-09-21,101.0,97.0,89.42857142857143
2017-09-22,101.0,88.0,90.0
2017-09-23,101.0,96.0,90.71428571428571
2017-09-24,101.0,85.0,90.42857142857143
